,Name,Team,Age,Pos1,Pos2,Pos3,Tackles,Interceptions,Fouls,Offsides Won,Clearances,Dribbled Past,Blocks,Goals,Assists,Shots,Key Passes,Dribbles,Fouled,Offsides,Dispossessed,Bad Controls,Passes,Pass Accuracy,Crosses,Long Balls,Through Balls
1054,Momo,Las Palmas,34,LW,RW,NA,0.928571429,0.857142857,0.5,0,0.1875,0.571428571,0.5,0,1.5,0.777777778,1.428571429,1.428571429,1.4,0.5,1.375,0.888888889,1.042424242,1.129750983,1.666666667,0.869565217,2.5
1055,John Brooks,Hertha Berlin,23,CB,NA,NA,0.714285714,1.214285714,1,3.5,2.3125,0.571428571,1.5,0.344827586,0.5,0.444444444,0.142857143,0.285714286,0.9,0.5,0.25,0.333333333,1.624242424,1.106159895,0,3.043478261,0
1056,John Tshibumbu,Ajaccio,27,ST,NA,NA,0.357142857,0.357142857,1.1,0,0,0.142857143,0,1.034482759,0,1.555555556,0.428571429,0.285714286,1,1.5,1.125,1.222222222,0.366666667,0.921363041,0,0.086956522,0
1057,Jonathan Schmid,Hoffenheim,26,RB,LM,RM,0.428571429,1,0.4,0.5,0.375,0.857142857,0,1.379310345,0,1,1.428571429,0.428571429,1,0,0.625,1.111111111,0.478787879,0.956749672,2.333333333,0.217391304,0
1058,Jorge Molina,Real Betis,34,ST,NA,NA,0.285714286,0.142857143,0.6,0,0.1875,0.285714286,0,0.344827586,0.5,0.666666667,0.571428571,0.142857143,1,2.5,1,1,0.363636364,0.836173001,0,0.086956522,2.5
1059,Joshua Kimmich,Bayern Munich,21,CB,CDM,RB,0.714285714,0.785714286,0.5,2,0.3125,1,0.5,0,1,0.333333333,0.571428571,0.428571429,1.3,0,0,0.555555556,2.018181818,1.208387942,0.333333333,1.391304348,0
1060,Kenan Karaman,Hannover,22,LW,RW,NA,1.142857143,0.714285714,0.6,0,0.1875,1,0,1.034482759,1,2.111111111,1.285714286,2.142857143,1.6,3,1.875,1.888888889,0.657575758,0.94757536,1,0.130434783,0
1061,Kevin Mirallas,Everton,28,CM,LM,RM,0.428571429,0.285714286,0.6,0,0.1875,0.428571429,0,1.379310345,1,2,1.142857143,1.142857143,0.7,1.5,0.75,1,0.433333333,1.082568807,2,0.434782609,0
1062,Kevin Vogt,Cologne,24,CB,CM,NA,0.785714286,0.857142857,1.2,0,0.5,0.857142857,2.5,0,1,0.444444444,0.857142857,0.428571429,1.2,0,0.5,0.666666667,1.151515152,1.049803408,0.666666667,1.608695652,0
1063,Kevin Mayi,Ajaccio,23,LW,NA,NA,0.428571429,0.214285714,0.6,0,0.0625,0.428571429,0,1.034482759,0.5,1.444444444,0.285714286,0.571428571,0.4,1,1.625,1.333333333,0.366666667,0.887287025,0.666666667,0.043478261,0
1064,Gareth Bale,Real Madrid,27,RW,CAM,NA,0.357142857,0.642857143,0.6,0,0.1875,0.571428571,0.5,6.551724138,5,3.888888889,3.142857143,2.571428571,1.2,3.5,1,1.444444444,0.918181818,1.047182176,2.666666667,0.565217391,7.5
1065,Gary Cahill,Chelsea,30,CB,NA,NA,0.714285714,1.142857143,0.7,4,3.0625,0.428571429,7.5,0.689655172,0.5,0.666666667,0.142857143,0.142857143,0.9,0,0.25,0.333333333,1.018181818,1.095674967,0,0.565217391,0
1066,Geoffroy Serey Die,Stuttgart,31,CDM,NA,NA,1.714285714,1.714285714,1.7,0,0.375,2,0,0.344827586,1,0.777777778,1,2.428571429,1,0,1.125,1.333333333,1.248484848,1.102228047,0.333333333,1.217391304,0
1067,Ignacio Camacho,Malaga,26,CM,NA,NA,2.142857143,2.5,2.2,0.5,1.25,1.428571429,1.5,0.689655172,0.5,1.111111111,0.857142857,0.571428571,1.9,0,1.25,1,1.484848485,0.963302752,0.333333333,1.130434783,2.5
1068,Ivan Ramis,Eibar,31,CB,NA,NA,0.571428571,1.714285714,0.8,3.5,2.625,0.428571429,1,0,0.5,0.333333333,0.285714286,0.428571429,0.5,0,0,0.333333333,0.966666667,1.011795544,0.333333333,1.739130435,0
1069,Jacques-Alaixys Romao,Marseille,32,CB,CM,NA,1.5,1.142857143,1.4,0,0.8125,1.142857143,0.5,0.344827586,0.5,0.333333333,0.428571429,0.428571429,1,0,0.5,0.444444444,1.090909091,1.098296199,0,0.47826087,0
1070,Jan Rosenthal,Darmstadt,30,CM,ST,NA,0.5,0.357142857,1.2,0,0.375,0.714285714,1,0,0.5,0.777777778,0.857142857,0.857142857,0.8,1.5,0.625,1.111111111,0.506060606,0.819134993,0,0.347826087,0
1071,Jefferson Montero,Swansea,26,LM,NA,NA,0.642857143,0.285714286,0.5,0,0.0625,1.142857143,0,0,1,1,1.571428571,2.571428571,1.7,1,1.5,1.666666667,0.481818182,0.994757536,3,0.086956522,0
1072,Jeong-Ho Hong,Augsburg,26,CB,NA,NA,0.714285714,1.357142857,0.9,2,3.125,0.571428571,4,0.689655172,0,0.777777778,0.142857143,0.285714286,0.4,0,0,0.333333333,1.212121212,1.093053735,0,1.956521739,0
1073,Jeremie Brechet,Ajaccio,36,CB,NA,NA,0.928571429,2.142857143,0.4,5.5,2.0625,0.571428571,3,0,0,0,0.142857143,0,0.5,0,0.125,0.111111111,1.157575758,1.060288336,0,1.652173913,0
1074,Diego Marino,Levante,26,GK,NA,NA,0,0,0,0,0.625,0,0,0,0,0,0,0,0.3,0,0,0,0.906060606,0.820445609,0,4.347826087,0
1075,Diego,Reims,28,LW,RW,NA,0.714285714,0.785714286,1.5,0,0.25,0.857142857,0,1.034482759,1.5,1.777777778,1.714285714,0.571428571,1.8,1.5,1,1.111111111,0.693939394,0.914809961,3.666666667,0.434782609,2.5
1076,Duncan Watmore,Sunderland,22,ST,NA,NA,0.214285714,0.071428571,0.2,0,0.125,0.428571429,0,1.034482759,0.5,0.666666667,0.714285714,1.571428571,0.7,2,1.25,1.555555556,0.206060606,0.975098296,0.333333333,0.086956522,0
1077,Dusan Basta,Lazio,31,RB,RM,NA,0.857142857,1.5,1,1,0.875,1.142857143,2,0,0,0.555555556,0.571428571,0.714285714,0.8,0,1.125,0.888888889,1.36969697,1.066841415,1.333333333,1.260869565,0
1078,Eliaquim Mangala,Man City,25,CB,NA,NA,1,2.071428571,1.6,3,3.25,1,1.5,0,0,0.333333333,0,0.285714286,0.3,0,0.375,0.333333333,1.321212121,1.145478375,0,0.782608696,0
1079,Eneko Boveda,Athletic Bilbao,27,CB,RB,NA,1.357142857,2,0.7,2.5,1.25,1,0.5,0,0,0.222222222,0.571428571,0.714285714,0.4,0.5,0.375,0.555555556,1.075757576,1.010484928,2,0.782608696,0
1080,Etienne Didot,Toulouse,32,CM,NA,NA,1.357142857,1.5,1.4,0,0.6875,1.142857143,0,0,1,0.555555556,1.714285714,0.714285714,1.2,0,1.75,0.777777778,1.466666667,0.933158585,2.666666667,1.434782609,2.5
1081,Fernando Llorente,Sevilla,31,ST,NA,NA,0.214285714,0.142857143,1.6,0,0.4375,0.285714286,0,1.379310345,1.5,1.444444444,1,0.428571429,0.3,1,1.125,1.444444444,0.512121212,0.834862385,0.333333333,0.130434783,0
1082,Francois Kamano,SC Bastia,20,RW,NA,NA,0.642857143,0.357142857,1.2,0,0,1,0,1.034482759,0,1.888888889,1,2.428571429,1.4,2,2,2.555555556,0.490909091,0.952817824,0,0.217391304,0
1083,Francois Moubandje,Toulouse,26,CB,LB,NA,1.357142857,1.5,0.8,0.5,1.8125,0.571428571,1.5,0,0,0.222222222,0.857142857,1.857142857,1.3,0,1.25,0.777777778,0.966666667,0.916120577,1.666666667,0.565217391,0
1084,Boaz Myhill,West Brom,33,GK,NA,NA,0,0,0,0,0.5,0,0,0,0,0,0,0,0.2,0,0,0,0.796969697,0.5491481,0,3.869565217,0
1085,Carles Gil,Aston Villa,23,CAM,RW,NA,0.714285714,0.285714286,0.1,0,0.125,1.428571429,0.5,0.689655172,0,0.777777778,1.571428571,1.857142857,1.2,0.5,1.5,1.666666667,0.960606061,1.140235911,2.666666667,0.434782609,0
1086,Casemiro,Real Madrid,24,CDM,NA,NA,2.214285714,1.428571429,1.7,0,0.875,2.285714286,2,0.344827586,1.5,1,0.428571429,0.571428571,1.6,0,0.5,0.666666667,1.345454545,1.142857143,0,2.086956522,0
1087,Cheikh M'Bengue,Rennes,27,LB,NA,NA,1.857142857,1.5,1.4,1.5,1.375,0.714285714,1,0,0,0.222222222,0.571428571,1,1,1,1.125,0.666666667,1.248484848,1.090432503,0.666666667,0.565217391,0
1088,Christophe Jallet,Lyon,32,RB,NA,NA,2.714285714,1.285714286,0.9,1.5,1.4375,1.428571429,1,0.344827586,2.5,1,1.571428571,0.857142857,0.4,1,1.125,0.666666667,1.663636364,1.115334207,1.666666667,1.043478261,0
1089,Claudio Marchisio,Juventus,30,CM,NA,NA,1.5,2,1.4,0,0.625,1.857142857,0.5,0,1,1.222222222,1.428571429,1.285714286,0.8,0,0.875,0.777777778,1.924242424,1.159895151,2,3.391304348,0
1090,Cleber,Hamburger,25,CB,NA,NA,1.357142857,1.857142857,1,3,2.375,1,2.5,0.344827586,0,0.777777778,0,1,0.7,0,0.25,0.444444444,0.993939394,1.020969856,0,1.086956522,0
1091,Dante,Wolfsburg,32,CB,NA,NA,1.214285714,1.857142857,1.6,4.5,2.3125,1,3.5,0.344827586,0,0.777777778,0.285714286,0.142857143,0.8,0,0.125,0.333333333,2.215151515,1.146788991,0,2.217391304,0
1092,DeAndre Yedlin,Sunderland,23,RB,NA,NA,1.214285714,0.785714286,0.9,1.5,2.4375,0.857142857,3,0,0.5,0.222222222,0.714285714,1.428571429,0.5,0,0.375,1.111111111,0.681818182,0.885976409,1,0.391304348,0
1093,Dennis Aogo,Schalke,29,LB,LM,CM,0.857142857,1.285714286,1.1,0,1.4375,0.571428571,1.5,0,0.5,0.333333333,1.571428571,0.285714286,0.6,0.5,0.25,0.555555556,1.266666667,1.110091743,3.333333333,1.043478261,0
1094,Simon Zoller,Cologne,25,RW,ST,NA,0.357142857,0.285714286,0.9,0,0.1875,0.428571429,0,2.068965517,0.5,1.444444444,0.571428571,0.714285714,0.4,2,0.625,1.111111111,0.345454545,0.94757536,0,0.130434783,0
1095,Simone Missiroli,Sassuolo,30,CAM,NA,NA,1.714285714,1.785714286,1.3,0,0.875,2.428571429,2,0.689655172,0,0.444444444,0.857142857,1.142857143,1.8,0,1.25,1.444444444,1.23030303,0.968545216,0.333333333,0.782608696,0
1096,Winston Reid,West Ham,28,CB,NA,NA,1.357142857,2.285714286,1,3.5,4.0625,0.714285714,5,0.344827586,0.5,0.777777778,0.428571429,0.142857143,1.1,0,0.125,0.333333333,1.051515152,1.089121887,0,1.652173913,0
1097,Adalberto Penaranda,Granada,19,LW,ST,NA,1,0.214285714,2.6,0,0.0625,0.571428571,0.5,1.724137931,1.5,1.111111111,1.142857143,1.857142857,1.7,1.5,3.125,2.777777778,0.457575758,0.99344692,0,0.130434783,2.5
1098,Aleksandar Pesic,Toulouse,24,ST,NA,NA,0.214285714,0,0.7,0,0.0625,0.428571429,0.5,0.689655172,0.5,0.666666667,0.428571429,0.285714286,0.7,1.5,0.875,1,0.178787879,0.857142857,0,0,0
1099,Alexander Tettey,Norwich,30,CM,NA,NA,1.5,1.285714286,1.7,0,1.375,1.428571429,1,0.689655172,0,1,0.285714286,1,0.4,0,0.875,0.777777778,1.403030303,1.098296199,0,1.304347826,0
1100,Angel Rangel,Swansea,33,RB,NA,NA,1.285714286,1.857142857,0.8,1.5,1.9375,1.142857143,1.5,0,0,0.666666667,0.714285714,0.857142857,0.7,0.5,0.875,0.777777778,1.684848485,1.047182176,1.666666667,1.217391304,0
1101,Antonio Di Natale,Udinese,38,ST,NA,NA,0.071428571,0.071428571,0.1,0,0,0.285714286,0,0.689655172,2,1.555555556,1.428571429,0.285714286,0.5,3.5,0.375,0.888888889,0.36969697,0.955439056,2,0.304347826,5
1102,Arnold Bouka Moutou,Angers,27,LB,LM,NA,0.714285714,0.714285714,0.4,0,0.6875,0.571428571,0.5,0.689655172,0,0.333333333,0.571428571,0.857142857,0.9,0,1.25,0.777777778,0.593939394,0.921363041,0.666666667,0.347826087,0
1103,Birama Toure,Nantes,24,CDM,NA,NA,1.642857143,2,1.2,0,0.8125,1.428571429,0.5,0,1,0.666666667,0.714285714,0.428571429,0.9,0,1.25,0.777777778,1.248484848,1.034076016,0,1.52173913,0
1104,Per Mertesacker,Arsenal,31,CB,NA,NA,0.785714286,1.071428571,0.3,5.5,2.8125,0.285714286,2,0,0,0.333333333,0.142857143,0.142857143,0.3,0,0.25,0.333333333,1.575757576,1.170380079,0,0.826086957,0
1105,Rafael Toloi,Atalanta,25,CB,NA,NA,1.428571429,2.142857143,1.4,2.5,2.75,1.428571429,2,0.344827586,0,0.444444444,0.142857143,0.428571429,0.3,0,0.25,0.222222222,0.851515152,1.011795544,0,1.304347826,0
1106,Raul Baena,Rayo Vallecano,27,CM,NA,NA,1.142857143,1.285714286,1.8,0,0.5625,0.714285714,1.5,0.344827586,0.5,0.444444444,0.714285714,0.428571429,1.7,0,1,0.888888889,0.912121212,1.022280472,0,0.565217391,0
1107,Rene Krhin,Granada,26,CDM,NA,NA,1.142857143,1.714285714,0.9,0.5,1.1875,1.285714286,0.5,0,0,0.333333333,0.285714286,0.714285714,0.7,0,0.5,0.222222222,0.642424242,0.998689384,0,0.434782609,0
1108,Rene Adler,Hamburger,31,GK,NA,NA,0,0,0.2,0,0.5625,0.142857143,0,0,0.5,0,0.142857143,0,0.1,0,0,0,0.936363636,0.643512451,0,3.434782609,0
1109,Ricardo Rodriguez,Wolfsburg,23,LB,NA,NA,1.071428571,1.285714286,1,1.5,1.0625,0.857142857,2.5,0.689655172,1.5,1.222222222,2.142857143,1.142857143,0.7,0,0.75,0.555555556,1.66969697,1.089121887,4.666666667,2.086956522,0
1110,Robert Bauer,Ingolstadt,21,LB,NA,NA,2,1.714285714,1.4,1.5,1.25,1,0.5,0.344827586,0,0.222222222,0.428571429,0.857142857,1.1,0,0.375,0.555555556,0.663636364,0.853211009,0,0.782608696,0
1111,Robert Gucher,Frosinone,25,CM,NA,NA,1.285714286,1.071428571,0.7,0,0.625,1.285714286,1.5,0,0,1,1.142857143,0.714285714,0.8,0,0.625,0.444444444,0.715151515,0.977719528,1.666666667,0.869565217,0
1112,Romain Hamouma,Saint-Etienne,29,CM,RM,NA,0.5,0.357142857,1,0,0.3125,0.857142857,0,1.034482759,1.5,1.666666667,2.142857143,1.142857143,1.5,0.5,1.625,2,0.618181818,0.948885976,3.333333333,0.347826087,0
1113,Sebastian Rudy,Hoffenheim,26,RB,RM,CM,1.785714286,1.071428571,2,0,0.8125,1.857142857,1.5,0.689655172,0.5,0.666666667,1.285714286,1.142857143,1.1,0.5,0.75,1.111111111,1.212121212,1.00655308,1,0.782608696,0
1114,Matthias Ginter,Borussia Dortmund,22,CB,RB,NA,0.928571429,1.071428571,0.9,1.5,0.9375,0.714285714,1,1.034482759,2,0.777777778,1.285714286,0.857142857,1.1,0,0.5,1,1.448484848,1.082568807,1.666666667,0.52173913,2.5
1115,Mauricio,Lazio,27,CB,NA,NA,1.285714286,2.5,2,2.5,2.75,1.285714286,2.5,0,0,0.444444444,0,0.285714286,0.8,0,0,0.222222222,1.236363636,1.081258191,0,1.304347826,0
1116,Maxime Barthelme,Lorient,27,LB,LM,RM,0.857142857,0.642857143,0.8,0,0.0625,1.142857143,0,0,2.5,0.888888889,1.857142857,2.285714286,1,0.5,2.375,1.666666667,0.715151515,1.005242464,2.333333333,0.304347826,2.5
1117,Micah Richards,Aston Villa,28,CB,RB,NA,1.214285714,1.785714286,0.7,3,3.6875,0.428571429,3,0.344827586,0.5,0.555555556,0.428571429,1.714285714,1,0,0.375,0.666666667,0.906060606,1.115334207,0,0.695652174,0
1118,Miguel Britos,Watford,31,CB,LB,NA,0.714285714,1.785714286,0.8,5.5,3.3125,0.714285714,3,0,0,0.333333333,0,0.428571429,0.8,0,0.125,0.222222222,0.993939394,0.866317169,0.333333333,1.869565217,0
1119,Miroslav Klose,Lazio,38,ST,NA,NA,0.285714286,0.357142857,1,0,0.375,0.142857143,0,2.413793103,3.5,1.444444444,1.142857143,0.857142857,0.8,1.5,0.75,1.111111111,0.427272727,0.870249017,0.333333333,0.130434783,5
1120,Nathan Ake,Watford,21,LB,CDM,NA,2.357142857,2.285714286,1.2,1.5,1.875,0.857142857,1.5,0.344827586,0,0.777777778,0.571428571,0.571428571,0.5,0,0.125,0.888888889,0.76969697,0.952817824,0.666666667,0.565217391,0
1121,Nenad Tomovic,Fiorentina,28,CB,RB,NA,1.142857143,1.214285714,1.3,3,1.5625,0.714285714,1.5,0,0,0.333333333,0.428571429,0.571428571,0.7,0,0,0.333333333,1.596969697,1.141546527,0.333333333,0.565217391,0
1122,Panagiotis Tachtsidis,Genoa,25,CDM,NA,NA,0.785714286,0.857142857,0.9,0,0.4375,0.714285714,0.5,0.689655172,1,0.888888889,0.571428571,1,0.5,0,1,0.777777778,0.639393939,0.937090433,0,0.565217391,0
1123,Pedro Obiang,West Ham,24,CDM,NA,NA,1.285714286,1.071428571,0.8,0,0.5625,1.571428571,2.5,0,0.5,0.333333333,0.142857143,0.714285714,0.4,0,0.625,0.333333333,0.6,1.030144168,0,0.47826087,0
1124,Ibrahima Traore,Monchengladbach,28,LW,RW,NA,1.357142857,0.571428571,0.7,0,0.1875,1.428571429,0.5,1.034482759,0.5,1.888888889,2.142857143,4.428571429,1.5,1,1.125,1.111111111,0.851515152,1.01965924,4.333333333,0.608695652,0
1125,Nacho Cases,Sporting Gijon,28,CM,NA,NA,1.285714286,1.071428571,1.6,0,0.5,1.428571429,0.5,0.344827586,0,1,0.571428571,0.285714286,1,0,1,0.777777778,1.160606061,1.111402359,0,0.826086957,0
1126,Jeffrey Schlupp,Leicester,23,LB,LM,NA,1.357142857,0.928571429,0.6,0.5,0.5625,0.857142857,0,0.344827586,1,1.222222222,1,2.428571429,0.9,0,1,1.111111111,0.581818182,0.958060288,1.333333333,0.695652174,0
1127,Jerry Mbakogu,Carpi,23,ST,NA,NA,0.428571429,0.214285714,1.5,0,0.8125,0.285714286,1,0.689655172,1,1.555555556,1.428571429,0.714285714,1.8,4.5,1.375,2.777777778,0.56969697,0.870249017,0.666666667,0.086956522,0
1128,John Terry,Chelsea,35,CB,NA,NA,0.642857143,1.142857143,0.4,2.5,2.3125,0.428571429,4,0.344827586,0,0.444444444,0.142857143,0.142857143,0.2,0.5,0.125,0,1.166666667,1.176933159,0,0.565217391,0
1129,Reyes,Sevilla,32,LM,RM,NA,0.571428571,0.357142857,0.9,0,0.125,1.285714286,0.5,0.344827586,0.5,1,1.857142857,1.142857143,1.6,1,1.75,1.222222222,0.657575758,0.867627785,2.666666667,0.391304348,2.5
1130,Karim Rekik,Marseille,21,CB,NA,NA,1,1.571428571,0.8,2,2.5,0.571428571,2.5,0.344827586,0.5,0.333333333,0.285714286,0.428571429,1.1,0,0.25,0.222222222,1.657575758,1.19266055,0,1,0
1131,Leo Dubois,Nantes,21,LB,RB,NA,1.928571429,1.285714286,0.8,0.5,1.4375,1.857142857,1,0,0,0.555555556,1.142857143,0.857142857,0.5,0,1.125,1.111111111,1.115151515,0.975098296,2,1.086956522,0
1132,Loic Perrin,Saint-Etienne,30,CB,NA,NA,1.642857143,1.5,0.8,4.5,3,1,2,1.034482759,0.5,0.666666667,0.285714286,0.428571429,1.1,0.5,0,0.555555556,1.624242424,1.107470511,0,1.217391304,0
1133,Martin Olsson,Norwich,28,LB,NA,NA,0.785714286,0.714285714,0.8,1,1.75,0.571428571,1,0.344827586,1,0.333333333,0.428571429,0.428571429,0.8,0,0.375,0.888888889,0.603030303,0.826998689,1.666666667,0.608695652,0
1134,Dejan Lovren,Liverpool,27,CB,NA,NA,1,1.071428571,1,2,4,0.857142857,3,0,0,1,0.428571429,0,0.5,0,0,0.333333333,1.327272727,1.108781127,0,1.434782609,0
1135,Eduardo Vargas,Hoffenheim,26,RW,ST,NA,0.214285714,0.285714286,1.1,0,0,0.428571429,0,0.689655172,1.5,1.444444444,1.714285714,2,0.8,4,1.375,1.111111111,0.712121212,0.9672346,0,0.304347826,0
1136,Fabian Schar,Hoffenheim,24,CB,NA,NA,0.928571429,1.571428571,1.2,4.5,2.5625,1.142857143,3.5,0.344827586,0,0.888888889,0.428571429,0.571428571,0.8,0.5,0.25,0.222222222,1.142424242,1.0327654,0,2.086956522,0
1137,Fernando,Man City,28,CDM,NA,NA,1.785714286,1.285714286,1.1,0.5,0.9375,2.285714286,1,0.689655172,0,0.666666667,0.428571429,1,0.4,0,0.5,0.444444444,1.154545455,1.166448231,0,0.869565217,0
1138,Filip Helander,Verona,23,CB,NA,NA,1.071428571,0.642857143,0.8,6,3.1875,0.285714286,3.5,0.689655172,0,0.222222222,0,0.142857143,0.4,0,0.125,0.222222222,0.896969697,1.048492792,0,0.608695652,0
1139,Florentin Pogba,Saint-Etienne,25,CB,NA,NA,0.785714286,1.928571429,0.7,2,2.875,0.571428571,2.5,0,0.5,0.444444444,0.428571429,0.285714286,0.4,0.5,0.625,0.555555556,1.23030303,1.056356488,0,1.695652174,0
1140,Florian Marange,SC Bastia,30,CB,LB,NA,1.5,1.285714286,1.1,2.5,1.6875,0.714285714,1.5,0,0.5,0.111111111,0.285714286,0.142857143,0.3,0,0.375,0.333333333,0.948484848,0.942332896,0.666666667,1.086956522,0
1141,Francesco Lodi,Udinese,32,CM,NA,NA,0.571428571,1.285714286,0.8,0,0.3125,1.142857143,1,0.344827586,0.5,1.111111111,1.857142857,0.571428571,0.4,0,0.5,0.777777778,1.572727273,1.065530799,4,2.652173913,0
1142,Gabriel Paletta,Atalanta,30,CB,NA,NA,1.5,1.5,1.5,4,3.125,0.714285714,2.5,0.344827586,0,0.333333333,0.142857143,0.285714286,0.6,1,0,0.111111111,0.981818182,1.023591088,0,1.826086957,0
1143,Giorgio Chiellini,Juventus,31,CB,NA,NA,1.071428571,1.642857143,1.1,0.5,2.125,0.428571429,2.5,0.344827586,0,0.666666667,0.714285714,0.714285714,1,0.5,0.25,0.555555556,1.745454545,1.134993447,0.333333333,1.652173913,0
1144,Benoit Tremoulinas,Sevilla,30,LB,LM,NA,0.714285714,1.285714286,0.5,1,0.9375,0.428571429,1.5,0,1.5,0.555555556,1.142857143,0.428571429,1.1,1.5,0.375,0.555555556,1.054545455,1.001310616,2.666666667,0.739130435,0
1145,Billy Jones,Sunderland,29,LB,RB,NA,2.285714286,0.928571429,1.3,0.5,1.6875,1.714285714,3.5,0.344827586,0.5,0.666666667,0.714285714,0.714285714,0.6,0.5,0.625,0.666666667,0.718181818,0.937090433,0.666666667,0.347826087,0
1146,Carlos Zambrano,Eintracht Frankfurt,27,CB,NA,NA,0.714285714,1.785714286,1.4,4.5,2,1.428571429,2,0,0,0.222222222,0,0.714285714,2.4,0,0.375,0.333333333,1.139393939,1.107470511,0,0.826086957,0
1147,Cedric Soares,Southampton,24,RB,RM,NA,2.142857143,1.642857143,0.8,0.5,1.75,0.857142857,2.5,0,1,0.444444444,1.571428571,1.142857143,0.6,0.5,0.875,1.111111111,0.987878788,0.901703801,4.333333333,1.217391304,0
1148,Celso Borges,Deportivo la Coruna,28,CM,NA,NA,1.071428571,1,0.9,0,0.75,0.714285714,0.5,1.034482759,1,0.888888889,1.428571429,0.428571429,0.6,0,0.5,0.555555556,1.212121212,1.044560944,0.333333333,1,0
1149,Cristian Ansaldi,Genoa,29,CB,LB,RM,2.142857143,1.857142857,1.5,2.5,1.4375,1.142857143,2,0,2,0.555555556,1.428571429,2.714285714,1.8,0,0.75,1.444444444,1.087878788,0.959370904,3.333333333,1.043478261,0
1150,Daniele De Rossi,Roma,32,CB,CM,NA,0.714285714,1.642857143,1,1.5,1.5625,1,2.5,0.344827586,1,0.444444444,1,0.142857143,1,0.5,0.125,0.333333333,1.83030303,1.165137615,0,3,0
1151,Danilo,Real Madrid,25,RB,NA,NA,2.071428571,1.642857143,1.5,1,1.0625,1,0.5,0.689655172,2.5,0.888888889,1.142857143,0.857142857,0.8,0.5,0.375,0.444444444,1.56969697,1.127129751,1.666666667,0.869565217,0
1152,Danny Rose,Tottenham,26,LB,NA,NA,2,1.142857143,1.7,0.5,2.0625,1.142857143,2.5,0.344827586,1.5,1.222222222,1.428571429,1.714285714,1.8,0,1.5,0.888888889,1.339393939,1.040629096,1.666666667,0.869565217,0
1153,David Silva,Man City,30,LM,CAM,NA,1.071428571,0.5,0.8,0,0.0625,2.142857143,0,0.689655172,5.5,1.333333333,4,1.857142857,1.4,0,3,0.888888889,1.751515152,1.132372215,4.666666667,0.913043478,5
1154,Adrien Rabiot,OSG,21,CDM,NA,NA,1.785714286,1.357142857,1.5,0,0.375,2.285714286,0.5,0.344827586,0.5,0.666666667,0.428571429,2.428571429,1,0,1.625,1.111111111,1.818181818,1.190039318,0.666666667,1,2.5
1155,Alban Lafont,Toulouse,17,GK,NA,NA,0,0.071428571,0,0,0.625,0,0,0,0,0,0,0,0.3,0,0,0,0.778787879,0.560943644,0,2.391304348,0
1156,Alexander Baumjohann,Hertha Berlin,29,CM,NA,NA,0.214285714,0.071428571,0.1,0,0,0.142857143,0,0.344827586,1,0.333333333,0.857142857,1.428571429,0.7,0,1.25,0.555555556,0.293939394,0.972477064,0.333333333,0.130434783,2.5
1157,Alexandre Coeff,Ajaccio,24,RB,CB,NA,1.928571429,1.857142857,1,3.5,1.1875,2.571428571,1.5,0,1,0.444444444,1.285714286,0.428571429,0.5,0,0.75,0.777777778,1.160606061,0.922673657,2.666666667,1.434782609,0
1158,Alexis Blin,Toulouse,19,CDM,NA,NA,1.714285714,1.571428571,0.9,0,1,1.428571429,1,0,0,0.555555556,0.714285714,0.428571429,1.5,0,0.625,0.555555556,0.933333333,1.03931848,0.333333333,0.217391304,0
1159,Alfredo Morales,Ingolstadt,26,CM,NA,NA,1,1.142857143,2.2,0,0.5625,1.142857143,0.5,0.344827586,1,1.444444444,0.714285714,1.142857143,2.1,1.5,1.125,1.444444444,0.633333333,0.76802097,0.333333333,0.52173913,0
1160,Andrea Costa,Empoli,30,CB,LB,NA,0.5,2.714285714,0.9,4.5,3.4375,0.285714286,5,0.344827586,0,0.333333333,0,0.428571429,0.8,0.5,0.375,0.333333333,1.712121212,1.140235911,0,1.347826087,0
1161,Antonio Barragan,Calencia,29,RB,NA,NA,1.285714286,1.642857143,1.6,0.5,1.0625,0.714285714,0.5,0,0,0,0.428571429,0.428571429,0.9,0,0.25,0.333333333,0.927272727,1.047182176,1.333333333,0.52173913,0
1162,Antonio Cassano,Sampdoria,34,CAM,LW,ST,0.214285714,0.071428571,0.4,0,0.0625,0.428571429,0,0.689655172,2.5,0.888888889,2.285714286,1.142857143,2.2,2.5,1.5,1.222222222,0.936363636,0.922673657,1.333333333,0.434782609,5
1163,Benjamin Mendy,Marseille,22,LB,CDM,LM,1.357142857,1.714285714,1,2,0.9375,1.714285714,1,0.344827586,0.5,0.333333333,1.714285714,2.285714286,0.8,0.5,1.375,1,1.227272727,1.051114024,5.333333333,0.652173913,0
1164,Thibault Giresse,Guingamp,35,CAM,LW,NA,1.428571429,0.428571429,0.5,0,0.375,1.714285714,0,1.379310345,2,1,2.428571429,0.714285714,0.9,0,1.5,1,0.727272727,0.98689384,6,0.608695652,0
1165,Tim Howard,Everton,37,GK,NA,NA,0,0.142857143,0.1,0,0.375,0,0,0,0,0,0,0,0.1,0,0,0.111111111,0.733333333,0.765399738,0,2.347826087,0
1166,Tongo Doumbia,Toulouse,26,CM,NA,NA,1.928571429,0.928571429,1.7,0,0.4375,1.285714286,0.5,0.344827586,0.5,1.444444444,0.714285714,0.857142857,1.5,0.5,1.875,1.333333333,1.139393939,1.093053735,1.333333333,0.391304348,0
